ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.06393387462449394,0.057275200637790936,0.02018936926532046,0.028247555928257985,0.37248234835843147,0.08845604525058486,0.024351456850727385,0.6188067110576021,0.029548619485008806,0.10803680943125714,0.023357618808165614,0.019379474825453148,0.055936221129104284,0.027787290522161532,0.04107592371350965,0.05826287463967515,0.0007954186831720474,0.6875204470236217,0.04280462670584282,0.010285627328417087,0.021468959453357743,0.12494205966701147,0.02568171335621995,0.03663593657223563
4,0.13610778517000563,0.02262750210801411,0.02180208576941116,0.25022884947333857,0.19541984919950284,0.337786482949383,0.06471942029058698,0.8252443579233112,0.0163627243978741,0.014817101480747243,0.012689235593729082,0.04152999177473484,0.058727732231051204,0.03673061378913125,0.024494794856140888,0.0296456634865598,0.0008509377238703735,0.0643238703900089,0.019440458848262385,0.015179376888119066,0.026130333285413046,0.18992377553811718,0.033489402593139005,0.03736175780960941
5,0.0831459593056078,0.03516224771099528,0.01367108705019317,0.041046109986151796,0.16838704695060813,0.5738002640802244,0.030689504868624828,0.7705166162908713,0.023863133324132264,0.03403822101625392,0.04649176873938447,0.026534848468835293,0.04710611394097834,0.03043045394259566,0.018729570191443428,0.31449882241292604,0.0008225716064392015,0.1463937663284936,0.0669863394671305,0.009569601719741945,0.01926597909927493,0.42684121015407983,0.02384511800212106,0.021057000277477915
6,0.08524264349731511,0.07334038803308096,0.018099790794882976,0.04705543498964353,0.2574811341318608,0.04638230089017495,0.03476492238212221,0.748809985649819,0.05116492894748058,0.0491485978518101,0.030274888734299652,0.048023322459159544,0.12311596079234768,0.026275949123355104,0.02982193797386428,0.09855711770003814,0.00081912805317325,0.20512574893465327,0.08767070683282488,0.007546443232942351,0.03032927028156206,0.24490659860821273,0.0730858601072662,0.019453775128659322
7,0.050251651200426045,0.05822029021234095,0.02392323319819774,0.0157170558429919,0.20605492547938878,0.06605272962760887,0.02698685809205825,0.2652854219780457,0.04315439988327716,0.15651097969298308,0.04844146543560329,0.016262609378292766,0.7286309160867478,0.01799707976603681,0.019553141313234955,0.16480515005095225,0.0008052632541993577,0.15672762465630932,0.6084591934612819,0.00996222992684015,0.011052974623698402,0.3233582789677867,0.020618200680952794,0.021790703671446865
9,0.1382566490443359,0.07078705838216869,0.016507369625088437,0.044817356754823734,0.28654921926953075,0.18255849876398916,0.05891375805553698,0.6700266546961643,0.034402892673443396,0.05865288599312631,0.0211944183432813,0.06277418778317409,0.05941411563833374,0.035884109467793496,0.023592369573770155,0.06605223832360271,0.0007954186831720474,0.09135161756791779,0.04802568629225112,0.012194971367912075,0.033668084651688544,0.24752574364733418,0.03711594891011765,0.02360252085946605
11,0.14751289787365277,0.07071602824541186,0.03975307936637697,0.08905497873195531,0.17724450932897912,0.11003560649506876,0.2400117367379207,0.29745866884295263,0.09944754154784456,0.06390729158632605,0.01698014103920056,0.052542217949996514,0.026245676122911458,0.3076548498261258,0.07270976047658576,0.01846578313989915,0.0009169168292602803,0.258106374114856,0.0512577493877235,0.016349446282582857,0.04378051665092598,0.05926544095298378,0.02135946266715029,0.019867581658419346
13,0.22075676960885388,0.049348699786202925,0.02138896766089098,0.030976906365649502,0.38595607842331353,0.39596601509734,0.02083088042323178,0.5729575514865697,0.0421073303383345,0.041775214054422055,0.0263646244227521,0.02665196823740256,0.03949469005710648,0.026124004711296733,0.03303820646825347,0.04056103285305302,0.000807272348377614,0.21176869016096458,0.04496481445880189,0.011545045973434092,0.019273300220878455,0.38443295795160937,0.027160271829358415,0.0184413211595805
16,0.023506134231532645,0.03229047008408862,0.01334618245121817,0.03762074353297515,0.34839876315819146,0.0508898411804624,0.02041942381324987,0.7252649355491632,0.03257678100902569,0.058895149236001205,0.020105297758267106,0.01289500964101469,0.12451424474388785,0.022623026557430436,0.028010308126755395,0.09011272469711251,0.0007954186831720474,0.5990658694686037,0.02918516557034648,0.006994925027619616,0.013731234056072352,0.18050207084470257,0.01847172781343949,0.012315931994328202
21,0.061053385904504126,0.09765297755557717,0.0386548636949577,0.02957078280895037,0.7294401599986083,0.1335550354986181,0.031743337764051444,0.6880147159083244,0.08541460828777425,0.0589985788071278,0.013494182403962598,0.02614884932231852,0.022630770037081083,0.03206043968858352,0.0334921529279698,0.02852349085294284,0.0007954186831720474,0.4377770017467641,0.0400576793906947,0.011441038744164387,0.027833505214299885,0.03924282978859705,0.024405685204173216,0.02385832781074879
