ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.07992235728205332,0.08930032740326138,0.04263784328010494,0.03948902629396298,0.4142179461837374,0.05144028648216407,0.012136674170861379,0.5729569393455134,0.02586980671435555,0.11146725412951647,0.07038847705467971,0.06389016967038116,0.034304385206864324,0.02444179294741249,0.11258283992418473,0.08809045213392927,0.1490797569209209,0.8662318998040764,0.03154059552810508,0.0841518398563868,0.01171208768760231,0.15687580912648058,0.027563028182158566,0.041622397369562476
4,0.09626527521088163,0.03116913877279307,0.04040370975506097,0.4014270558870805,0.17274242227436515,0.4739744382751223,0.05312754724881184,0.8643917177022669,0.009388743031330492,0.01574859954398984,0.058413971895555625,0.09031572256339696,0.0649759089148867,0.04291655047207498,0.0434997746754471,0.026642190212791565,0.3013124161943854,0.05686531604856723,0.017658333568250698,0.11075196307618794,0.022670396769669178,0.18785434026919867,0.03232272572531437,0.10991192099478848
5,0.13633392498317254,0.034299520520141555,0.031887831151902926,0.10806174300661991,0.0995435652447979,0.6629852536992611,0.02607674957708888,0.7774270101523422,0.016526023904616452,0.035993058324056734,0.3319199415560896,0.06018100989662254,0.04975010583570791,0.0161559651641819,0.028459098206757308,0.4780928929511234,0.13917359429251436,0.07407714506411403,0.036583082712597935,0.05642403839865083,0.038169210533301814,0.6200988673953582,0.02015753745607289,0.04407501289029044
6,0.21201634495407873,0.12221819824830968,0.029593281706223804,0.07116634119028344,0.17579640075503083,0.08218783222986283,0.012336639511692128,0.714488358772622,0.030146103276054912,0.033577535576440866,0.17894100400908594,0.10504669657940216,0.09981473786682683,0.012651708730845704,0.051117145887380526,0.10893834845217797,0.17890001715028153,0.18758168166279937,0.13580351256496964,0.046399536076826675,0.027465515878195,0.27144030797386176,0.13989734709673587,0.05868680313326444
7,0.06157344593502438,0.04707016171227714,0.05330030665451312,0.043793858494069374,0.19820756777604534,0.1196231959896749,0.015315887559054489,0.28392106720014765,0.04038791510949591,0.19521461826576791,0.20356368367659455,0.028680449960237928,0.7987996423603649,0.011982534907179428,0.034612362807159944,0.5000581789072758,0.1292792660956149,0.1294268935272811,0.3880834514094301,0.07526629456034459,0.009419083201703753,0.5378834937453628,0.009564455280522294,0.026585106756484594
9,0.1873911475321542,0.2394122042695708,0.09806259452301416,0.18128668590833702,0.253648620232366,0.21042620066070955,0.04050358184164929,0.5911328695229721,0.06574633869440225,0.24014421952998238,0.12135258245400356,0.39506951879757224,0.05281016820900973,0.02098810862963131,0.061445252399685825,0.06340092947752002,0.18032278541746816,0.0915726824623799,0.041823795063846994,0.14994816068778918,0.0499504678241905,0.17668729172377923,0.05465632483377815,0.10532734916800468
11,0.1117931117412157,0.07437187169440332,0.16309059683343324,0.1438992517292269,0.4584965191675083,0.08740766930991375,0.29469628866527386,0.3279315771004856,0.11652983177073882,0.04408666063591061,0.022339932128001998,0.10936511257235279,0.027870533468250136,0.4180098954180758,0.1608041396039976,0.013111285616176527,0.393727061446117,0.16067714095906238,0.042368374195505085,0.15815621399367674,0.13241326154206212,0.027455931198229443,0.014801773547959064,0.04317994096586935
13,0.18896785607945166,0.05563509968354895,0.04470899009978356,0.03514680437316419,0.5622030637671747,0.5148250388048461,0.01240756987382141,0.558165308279777,0.06053533231822619,0.028442961381567763,0.16642584450648923,0.033923761697550694,0.023840527995692647,0.01758005275863763,0.05069608456683875,0.03928548134703891,0.16926089005937245,0.20882491607448728,0.029130595432471394,0.1056760102461602,0.022217426360913214,0.3769732757073106,0.015539502711811827,0.06142687836778822
16,0.02411753193169442,0.047124080927136026,0.018687680060794007,0.09386047002537773,0.2927749825279764,0.047915255678494494,0.03197364622166023,0.7556063011247284,0.019604752607868405,0.03663248998278236,0.11999860896153641,0.045786237185801076,0.09192603049256398,0.02622966806843301,0.09452484204436007,0.14373394059419375,0.10453860144754894,0.5599405665700192,0.013605154615705925,0.07604640082906797,0.02127963672412485,0.1292336985520871,0.03398641554641672,0.01937628725269879
21,0.07087532801736944,0.07318627539498058,0.10144883950096849,0.0374582993371074,0.7398515739472242,0.07282962946054823,0.03745890578593971,0.6155661994155576,0.0782491454445285,0.043115679605661955,0.030051575976913134,0.028090886014196317,0.024101305085525906,0.036181012996063355,0.059864802385184296,0.0245568007719754,0.15382792747107632,0.4917578351668466,0.037927304688504804,0.06741007724927844,0.02483714516480257,0.05373712534388332,0.01945834387678209,0.02845760980300889
22,0.09064356730835854,0.22179623033701748,0.09127159655081285,0.03722587105811585,0.36818853220764025,0.028363035201018943,0.005293520817318767,0.6220090677335399,0.08878956602653207,0.40807452853750925,0.04849702489293847,0.031719961984182074,0.16533813286720433,0.02316925222896435,0.10481851926634982,0.09842356485924314,0.08191626503323507,0.4933001655662962,0.032591958173666336,0.052821296899437355,0.0110006696286817,0.1898529997148437,0.015530982261637667,0.01805493218782088
24,0.17278500401890168,0.020722017523502088,0.02800537523831349,0.020701701853575085,0.37676549914516066,0.473874633540588,0.005111967110717623,0.6007533711948808,0.01636496399318214,0.04206549375390426,0.13936292616618018,0.014634809922941295,0.1209367130770908,0.011072394232167262,0.04880021222545542,0.3592456374444374,0.15677725465219416,0.4022722011798387,0.04199893931446701,0.03973829986187729,0.006965736421149993,0.6675438812565603,0.007553493201192595,0.01233357158763487
25,0.2486418313576468,0.25007878137120565,0.07877188649905639,0.07226873540995868,0.3641076142225381,0.2042716307679431,0.013123472968626575,0.4888994247426078,0.11680725803927337,0.061193042955460866,0.0511762783124073,0.03366658336764232,0.055212600906970985,0.014740857378217124,0.07578306401039989,0.05463492268305869,0.13519702109362441,0.16608552072554175,0.0469055900461534,0.0713075994001095,0.03596245791055869,0.14923860422255286,0.026730955843362825,0.5245246269606618
32,0.06002390984120143,0.030910236996081097,0.0300514359949958,0.0524548958328906,0.4941755562179119,0.05755841997639072,0.005086637049104036,0.4922739813722118,0.0539312461168406,0.050847565835562145,0.09511756762831113,0.021393513857605746,0.057448117763303205,0.07765640288991704,0.20707289060464584,0.09738669609741826,0.11596392331351334,0.6645919790120887,0.024537003131790115,0.0743741672567963,0.015859079630034023,0.2122172734660196,0.016267693095811935,0.05179292063708403
38,0.017293941348710002,0.02627116801018941,0.024231795342975485,0.03251709246482562,0.46280152476060754,0.05141074675228316,0.009771379606566724,0.8793578377241698,0.06004967499947546,0.02766656436929197,0.05290589243107481,0.015768082285352376,0.11300192124334338,0.02527763291712904,0.11681646045007328,0.05871434233494728,0.10701103018716648,0.37000027000171276,0.007229375003992487,0.04390728537615356,0.012322018829406962,0.07464265772063362,0.010561096284501713,0.015268903519077025
40,0.337367295008894,0.04969756900478423,0.03792994549037244,0.05827987485857032,0.3695494377167092,0.6816403599724117,0.010260477647134189,0.6801548676544387,0.032708987599637945,0.008659800655664306,0.31255752336787695,0.038012276936440076,0.022893694172169396,0.013411980786698965,0.05338228622366941,0.05740756332962203,0.1130866943578659,0.12965135213324408,0.02996619363728724,0.10631973237929492,0.01445321102032954,0.463276535515962,0.04836306069213912,0.08009942613170509
54,0.07531856297592977,0.13473363947320677,0.2002857693367844,0.018478117381210475,0.8701944638413506,0.06078729483486056,0.011194063118094087,0.13249702060813498,0.2509273771675007,0.16418935001812923,0.0446836458517155,0.017172319672831615,0.4132589230399464,0.06632751433213288,0.3041922104520264,0.052520951647866986,0.13614845252581498,0.21752326815037404,0.0747183248246912,0.2301118641757311,0.025799131865734726,0.0925106857520047,0.011582535059729757,0.0497859723671816
