ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.056894426459961706,0.037877273480882295,0.010506337882078986,0.019311438258258755,0.3412651695489235,0.07159354093804346,0.012764085788837252,0.6741435835372782,0.01805099846106906,0.06501419289706102,0.013022699700618425,0.01062156682212259,0.03835142382576337,0.013876109017909359,0.022243381912916325,0.04037787765147692,0.0004564292009971658,0.7346876972318237,0.031585505879062996,0.005826369925159882,0.013512661234665303,0.11528748804890719,0.013271575673117974,0.017263285637482296
4,0.16656965430616696,0.0148546194078656,0.023367100443909262,0.1930474999733071,0.16183036216469138,0.28484208856992965,0.07010889698970986,0.8442579678912099,0.01254677907333413,0.010280391276482724,0.007722872718794442,0.03379531723679649,0.05268758522173302,0.02309037186106365,0.01426918545080162,0.020758487730310318,0.0006089274764908281,0.042086137790329325,0.01664465726377074,0.025015397032724932,0.015097111794217247,0.21235516278236133,0.028227501064040178,0.018648476092406673
5,0.05362937234283298,0.01976392621422245,0.007322702446796594,0.02170110305282109,0.11478044238627086,0.662045014077875,0.01595791840131374,0.8339962708177886,0.012085917639046548,0.021403175036471603,0.05688723397612348,0.012347277285391355,0.042130525158555004,0.01580701967690434,0.011290831392870588,0.502214269734034,0.0004712206039250012,0.1200940366989986,0.041030582011264055,0.004433989556662265,0.009338044580153757,0.40173274292373506,0.012518376886189547,0.011512431524841747
6,0.05462706957767899,0.051580435931520514,0.00937256808597857,0.1297511978136131,0.13825410021318377,0.041065533848796604,0.02398819407491842,0.8048321975692714,0.02832643458705452,0.03340677466959903,0.018480048097493026,0.050513486723401016,0.06839960212257876,0.015191648326935387,0.020165204669044673,0.052990088335982656,0.0005137964156178819,0.15101876642475792,0.045005990716496865,0.003854495296415341,0.029510244284545108,0.19147864184208796,0.039543542250432974,0.011642553629261435
7,0.05398415745926694,0.04649257128680733,0.020338758407925962,0.009022677789041507,0.2088678477584852,0.06414025251859312,0.0240223967263048,0.19926286727035017,0.037674202147453324,0.22567599313860956,0.027857112981803128,0.0082072051664521,0.7726573065903037,0.011237612540668372,0.01074451596375821,0.07711165543094131,0.00046375260844912567,0.11275478690660012,0.6574878567515989,0.005619734819815839,0.006304049543559796,0.20790902797837024,0.01245672311262131,0.013424874324300513
9,0.10132250894687861,0.052080190059432645,0.0111478585714345,0.03807856763139782,0.26880882768633285,0.14507511941830892,0.03847640258667431,0.6335273265702739,0.0316741483841172,0.0419959642984669,0.010949509322102254,0.10308371837552924,0.10032572239350694,0.01971067588602205,0.012605039123122455,0.052790662140211456,0.00046593102691942204,0.07176024761701258,0.03623754843113702,0.00933624612726077,0.02090134128906343,0.2691682438886365,0.037932590101820755,0.0134453954227371
11,0.09925560051658416,0.15742446063587795,0.08880311508828193,0.0788567433274463,0.21897062071498616,0.10270721879498626,0.5986771972265107,0.2817512276992726,0.25442954840832605,0.1019459039108796,0.008418907212495663,0.09136111076366976,0.017798923423712497,0.4742813051479361,0.06403310325030728,0.012605755391534579,0.0018059097571058403,0.14550656295627912,0.028600033633250643,0.011188834479646005,0.02275705295473178,0.049096748353691086,0.010804228434956677,0.01153496136428855
13,0.2594310990383613,0.0263654668664251,0.013497455336141651,0.015737908307683304,0.551394733255569,0.47985565011067144,0.010104019873007332,0.5791591711425089,0.02452093677223543,0.026341788549829378,0.014203674218120951,0.01283084100474194,0.02180282137105986,0.013468830463924334,0.016184936352275064,0.021533283750461655,0.0004694852192475763,0.15025266346874977,0.02482489206639277,0.0058715428144424835,0.009866512646283675,0.32505303159779464,0.013314508636030866,0.008631102371468864
16,0.035405652095330156,0.023601448925405347,0.007839253321013179,0.022571993495192517,0.3014809852914604,0.04314301015115508,0.013344569513097836,0.7078127811335518,0.02318826921643272,0.03477402753653872,0.01170805780843278,0.01014719450587045,0.0716093730051029,0.014090050994135607,0.016781661588554868,0.049952448892453594,0.000451050934537356,0.5976808620280345,0.01810315892899913,0.0043681254742699415,0.007922380455966377,0.1372030342257864,0.016205628840329778,0.0073243668677889584
21,0.05119984197993406,0.07188632982464149,0.020137169695698606,0.020320454479029703,0.6393824263629433,0.15908783329474266,0.030805214705847368,0.6483052642764315,0.05706019512568352,0.04919636362392462,0.007039791515072509,0.018570386481498523,0.019559596802841344,0.022134371363234047,0.018824132140613372,0.01762470977297369,0.0004665429944871444,0.4119721520245465,0.025677865904266597,0.007596568369380842,0.015640328084433892,0.030332215991968503,0.012318936166774399,0.016875492612385745
