ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.07749513268493612,0.08201117868538108,0.018255128089315092,0.028146790442444464,0.3930334406181373,0.05147383085265001,0.011316504015451295,0.53502945150111,0.025689152636801257,0.09658835368713165,0.03543005926745445,0.04244017841870554,0.03203119590525279,0.021775378972387363,0.03679693849954489,0.07119024754059797,0.0015942380202500044,0.8195842839807128,0.030612144383291098,0.01963719764548348,0.009359429507798694,0.15944142023946084,0.027143893255445264,0.018247197794275565
4,0.08293638976590867,0.031007937985483576,0.017789019110769206,0.2400266204516368,0.1880059624864587,0.44341468119640876,0.0453208188043903,0.8397674825559625,0.01611507615888487,0.022136727924625045,0.03761890258003801,0.05877969728042086,0.0582203499420599,0.03360626247797372,0.019766715935380437,0.026147450826530215,0.0019744965860243957,0.06730760656243519,0.01795161574206125,0.020183635684527378,0.015175503210846736,0.17806812582577036,0.02977274087032926,0.0789744751321211
5,0.11567340184766922,0.031987020235901484,0.013473747814938429,0.060901609514064425,0.10073298432308185,0.6471971488603769,0.023664139352480178,0.7627107037440086,0.01838826149791959,0.03659779852587208,0.1643125253036185,0.033498199380040894,0.04708721184411983,0.016617412863152985,0.011622713530751281,0.32790289839442355,0.0015444244690529275,0.09861826205216292,0.03248041672475663,0.011586324805710082,0.025772968752395445,0.6060360226345594,0.019884105930588453,0.018501494617186864
6,0.1754483320323788,0.10730381622428337,0.014261703009549253,0.0482011762681294,0.17106013983625723,0.08193407327700247,0.011516525052443164,0.708390682909255,0.02725724239606514,0.03344553722441293,0.10355918994072813,0.06073360242862454,0.0944808608063147,0.012852314727820845,0.01784024262317677,0.09051535111257014,0.0016028286774793987,0.1905041540467578,0.11888372789728092,0.013043077327276113,0.017405485840385364,0.269082352089059,0.12414823632261279,0.018929169392380728
7,0.06515589242988763,0.04350048648316024,0.025678820629131516,0.025604065940122763,0.20049968973429455,0.1179865199267881,0.013827189631554396,0.2833181457560554,0.039060745119700216,0.1874398611293353,0.09844510069994716,0.016176574568517246,0.7177009269225276,0.013067149843990331,0.015843035368481057,0.39503219994482164,0.0015137843886920384,0.13638641441218874,0.40824463355547086,0.017657572269323844,0.007806038630740728,0.48576488811260043,0.0109948310258604,0.010331238970727926
9,0.16393128582273558,0.20961745675515467,0.0791960106592819,0.10869440911024082,0.2674772539822955,0.19460320701415104,0.03615309851719208,0.5771910588230379,0.06434372229293797,0.22137478282995465,0.052913275056555124,0.25711932649216496,0.05740339168146433,0.018319040192895167,0.030596319150615583,0.04963656220975671,0.001684184259286581,0.10071365918363152,0.040302991785118675,0.03691050058479887,0.02918563007063316,0.17050325114554382,0.049725968957323105,0.06993117755284115
11,0.09292376741418179,0.06595186051093171,0.07809352982386938,0.08899664493448618,0.44638616024035394,0.08388456972990627,0.3472719460677261,0.3283009709032686,0.10973182249870712,0.041737063024856316,0.014457928274498735,0.059875401238450185,0.026481361128196677,0.33148946164088205,0.06760202286871829,0.01359723370268737,0.0023390081936173774,0.17175027871163473,0.03760868994778427,0.040678013267390664,0.09859275062251617,0.030819975126079993,0.015342999326986649,0.020366981906712545
13,0.17814624418822617,0.05159370622429208,0.021448626983288074,0.02159038985468859,0.5677065598955071,0.470388294893532,0.011239264373119902,0.5549161567937123,0.058138947683288124,0.028760490110159263,0.09415270806822222,0.019477927154875327,0.022816928268452663,0.01646197055213748,0.023300906739977346,0.030844903637095803,0.0015452597861612496,0.20508051535755184,0.026729147662735202,0.02222298157894924,0.015717665768808328,0.3520079877240834,0.016204622788911473,0.036243163463529196
16,0.024203206909478928,0.045062207005657086,0.015153050880418045,0.05932520596012053,0.2904444476459792,0.05054791465778444,0.027513110671354212,0.7300049578666702,0.024656382667031546,0.03799617427556821,0.07284783014955401,0.030075604171961784,0.08021423721298351,0.02288953807847192,0.04797238670913377,0.10388306944868664,0.0013432140704530253,0.5154830789417035,0.014270020569924234,0.015727480914299725,0.015642397786078115,0.12361968172969057,0.03301700416264337,0.010253650350829084
21,0.06049960441054785,0.06873536161897259,0.03413668629114453,0.021645098485521614,0.7077505736754386,0.06880057673598552,0.03192470193029731,0.6015932942428528,0.05717647359140032,0.04071905154231922,0.02116232565817993,0.017150247651233113,0.024129461392527644,0.02972158134485086,0.025998797650152457,0.02254949595012156,0.001536050730577112,0.45117162673403344,0.03365837578310443,0.013963004918453778,0.016793203768595163,0.05281576811838894,0.019687250362100638,0.015013128713590427
